"","action_taken","income","debt_income_ratio","age_above_62","ethnicity","race","sex","loan_amount","loan_type","loan_purpose","property_value","occupancy_type","conforming_loan_limit","preapproval","lien_status","has_co.applicant"
"1863","Loan approved",4.07753744390572,"43%-49%","No","Not Hispanic or Latino","Asian","Female",5.37063802812766,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1864","Loan denied",5.04342511691925,"50%-60%","Yes","Not Hispanic or Latino","Black or African American","Male",4.00733318523247,"Conventional","Cash-out",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","Yes"
"1865","Loan denied",4.15888308335967,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.37063802812766,"FHA","Cash-out",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1866","Loan approved",5.54517744447956,"36%-42%","No","Not Hispanic or Latino","White","Male",6.4377516497364,"Conventional","Home purchase",6.66568371778241,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1867","Loan denied",4.77912349311153,"50%-60%","No","Unknwon","Other","Female",6.48463523563525,"Conventional","Home purchase",6.62671774924902,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1868","Loan approved",4.70953020131233,"20%-29%","No","Not Hispanic or Latino","White","Female",5.45958551414416,"Conventional","Home purchase",5.89989735358249,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1869","Loan denied",4.68213122712422,"43%-49%","Yes","Not Hispanic or Latino","Black or African American","Male",5.22035582507832,"Conventional","Cash-out",5.87211778947542,"Second residence","C","Preapproval not requested","Secured by a first lien","No"
"1870","Loan approved",5.08140436498446,"36%-42%","No","Not Hispanic or Latino","White","Male",6.49978704065585,"Conventional","Home purchase",6.55819780281227,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1871","Loan approved",4.34380542185368,"43%-49%","No","Not Hispanic or Latino","White","Female",5.84354441703136,"Conventional","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1872","Loan approved",5.24174701505964,"20%-29%","Yes","Not Hispanic or Latino","White","Male",6.07534603108868,"Conventional","Cash-out",7.39939808333135,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1873","Loan approved",3.98898404656427,"43%-49%","No","Unknwon","Other","Male",5.72031177660741,"Conventional","Home purchase",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1874","Loan approved",4.51085950651685,"20%-29%","No","Not Hispanic or Latino","Asian","Male",5.22035582507832,"Conventional","Home purchase",5.54126354515843,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1875","Loan denied",5.34710753071747,"Unknown","No","Unknwon","Other","Male",5.75257263882563,"Conventional","Cash-out",6.58617165485467,"Investment property","Unknown","Preapproval not requested","Secured by a first lien","No"
"1876","Loan denied",5.34710753071747,"Unknown","No","Unknwon","Other","Male",5.65248918026865,"Conventional","Cash-out",6.58617165485467,"Investment property","Unknown","Preapproval not requested","Secured by a first lien","No"
"1877","Loan denied",0,"Unknown","No","Unknwon","Other","Male",7.60339933974067,"Conventional","Cash-out",6.62671774924902,"Investment property","NC","Preapproval not requested","Secured by a first lien","No"
"1878","Loan approved",1.94591014905531,"Unknown","No","Unknwon","Other","Male",6.00388706710654,"Conventional","Home purchase",6.35437004079735,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"1879","Loan denied",5.34710753071747,"Unknown","No","Unknwon","Other","Male",5.65248918026865,"Conventional","Cash-out",6.58617165485467,"Investment property","Unknown","Preapproval not requested","Secured by a first lien","No"
"1880","Loan denied",5.34710753071747,"Unknown","No","Unknwon","Other","Male",5.22035582507832,"Conventional","Cash-out",6.58617165485467,"Investment property","Unknown","Preapproval not requested","Secured by a first lien","No"
"1881","Loan approved",4.87519732320115,"<20%","No","Not Hispanic or Latino","Other","Female",4.00733318523247,"Conventional","Home purchase",4.31748811353631,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1882","Loan approved",4.53259949315326,"30%-35%","No","Not Hispanic or Latino","White","Female",5.41610040220442,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1883","Loan approved",5.17614973257383,"36%-42%","Yes","Not Hispanic or Latino","White","Female",5.54126354515843,"Conventional","Home improvement",6.45362499889269,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1884","Loan approved",4.67282883446191,"36%-42%","No","Hispanic or Latino","White","Female",5.04342511691925,"Conventional","Home purchase",5.16478597392351,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1885","Loan approved",5.56068163101553,"43%-49%","Yes","Not Hispanic or Latino","White","Male",6.26339826259162,"Conventional","Home purchase",6.57228254269401,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1886","Loan approved",5.44673737166631,"20%-29%","No","Not Hispanic or Latino","Black or African American","Male",5.04342511691925,"Conventional","Home purchase",5.27299955856375,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1887","Loan approved",5.44241771052179,"36%-42%","No","Not Hispanic or Latino","White","Female",5.75257263882563,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1888","Loan approved",4.89034912822175,"36%-42%","No","Not Hispanic or Latino","White","Male",4.00733318523247,"Conventional","Home improvement",6.45362499889269,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"1889","Loan approved",5.23644196282995,"30%-35%","No","Not Hispanic or Latino","Asian","Male",5.97888576490112,"Conventional","Home purchase",6.30078579466324,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1890","Loan approved",4.83628190695148,"20%-29%","No","Not Hispanic or Latino","White","Female",5.57972982598622,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1891","Loan approved",4.93447393313069,"20%-29%","No","Not Hispanic or Latino","White","Male",5.32300997913841,"Conventional","Home purchase",5.54126354515843,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1892","Loan approved",5.50125821054473,"30%-35%","No","Not Hispanic or Latino","White","Female",6.35437004079735,"Conventional","Home purchase",6.71538338633468,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1893","Loan approved",5.80211837537706,"<20%","No","Unknwon","Other","Male",6.0282785202307,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1894","Loan approved",4.84418708645859,"20%-29%","No","Not Hispanic or Latino","White","Female",5.10594547390058,"Conventional","Home purchase",5.95324333428778,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1895","Loan denied",5.77765232322266,"30%-35%","No","Not Hispanic or Latino","White","Female",6.40522845803084,"Conventional","Home purchase",6.62671774924902,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1896","Loan approved",4.47733681447821,"43%-49%","No","Not Hispanic or Latino","White","Female",5.75257263882563,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1897","Loan approved",6.01615715969835,"20%-29%","No","Not Hispanic or Latino","Black or African American","Female",5.87211778947542,"Conventional","Home purchase",6.09807428216624,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1898","Loan approved",5.01727983681492,"<20%","No","Unknwon","Other","Female",5.50125821054473,"Conventional","Home purchase",6.05208916892442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1899","Loan approved",5.8664680569333,"30%-35%","No","Not Hispanic or Latino","Black or African American","Female",4.8283137373023,"Conventional","Home purchase",5.16478597392351,"Investment property","C","Preapproval not requested","Secured by a first lien","No"
"1900","Loan approved",5.57215403217776,"30%-35%","No","Unknwon","Other","Male",4.44265125649032,"Conventional","Home purchase",5.37063802812766,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
"1901","Loan approved",4.78749174278205,"36%-42%","Yes","Not Hispanic or Latino","White","Female",5.75257263882563,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1902","Loan approved",4.61512051684126,"30%-35%","No","Not Hispanic or Latino","Black or African American","Male",5.89989735358249,"Conventional","Home purchase",5.95324333428778,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1903","Loan approved",5.21493575760899,"20%-29%","Yes","Hispanic or Latino","White","Male",5.22035582507832,"Conventional","Home purchase",5.50125821054473,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1904","Loan approved",4.99043258677874,"36%-42%","Yes","Not Hispanic or Latino","White","Male",5.81413053182507,"Conventional","Home purchase",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1905","Loan denied",0,"Unknown","No","Unknwon","Other","Unknown",3.2188758248682,"Conventional","Other purpose",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a subordinate lien","No"
"1906","Loan denied",5.08140436498446,"50%-60%","No","Unknwon","Other","Unknown",4.90527477843843,"Conventional","Home purchase",5.10594547390058,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1907","Loan denied",0,"Unknown","No","Unknwon","Other","Unknown",5.87211778947542,"Conventional","Other purpose",5.87211778947542,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1908","Loan approved",5.19849703126583,"20%-29%","No","Not Hispanic or Latino","White","Female",5.75257263882563,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1909","Loan approved",4.15888308335967,"36%-42%","No","Not Hispanic or Latino","Other","Female",4.44265125649032,"Conventional","Home purchase",5.04342511691925,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"1910","Loan approved",5.14166355650266,"20%-29%","No","Not Hispanic or Latino","Black or African American","Female",5.10594547390058,"Conventional","Home purchase",5.22035582507832,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1911","Loan approved",4.45434729625351,"30%-35%","No","Not Hispanic or Latino","White","Male",5.41610040220442,"Conventional","Home purchase",5.65248918026865,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"1912","Loan approved",5.94803498918065,"30%-35%","No","Not Hispanic or Latino","White","Female",4.90527477843843,"Conventional","Home purchase",5.27299955856375,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
